run_id,status,result,dataset,model,embedding,n_Gain,n_Start,run,last_cycle
PHOT_blosum90_linear_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,PHOT,linear,blosum90,50,200,2,10
GFP_georgiev_elastic_net_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,GFP,elastic_net,georgiev,50,100,4,10
GFP_blosum50_linear_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,GFP,linear,blosum50,100,3000,7,4
PHOT_blosum90_lightgbm_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,lightgbm,blosum90,100,500,6,28
PHOT_blosum90_linear_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,PHOT,linear,blosum90,20,500,3,14
YAP1_one_hot_fnn_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,YAP1,fnn,one_hot,50,100,1,5
YAP1_georgiev_elastic_net_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,YAP1,elastic_net,georgiev,50,3000,2,10
PHOT_one_hot_fnn_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,fnn,one_hot,20,500,5,19
RASK_georgiev_lightgbm_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,RASK,lightgbm,georgiev,50,200,3,21
RASK_blosum90_rf_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,RASK,rf,blosum90,20,100,6,2
RASK_georgiev_lightgbm_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,RASK,lightgbm,georgiev,20,500,2,19
RASK_blosum90_lightgbm_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,lightgbm,blosum90,100,200,7,12
PHOT_one_hot_fnn_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,PHOT,fnn,one_hot,50,200,4,11
PHOT_one_hot_rf_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,rf,one_hot,100,100,5,37
YAP1_blosum50_rf_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run9,running,open,YAP1,rf,blosum50,100,1000,9,10
GFP_blosum50_rf_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,rf,blosum50,100,100,2,1
GFP_blosum50_fnn_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,GFP,fnn,blosum50,50,200,3,12
GFP_blosum50_fnn_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,GFP,fnn,blosum50,10,3000,10,18
GFP_georgiev_svr_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,GFP,svr,georgiev,100,3000,7,1
GFP_blosum50_fnn_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,GFP,fnn,blosum50,20,500,2,23
GFP_one_hot_svr_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,GFP,svr,one_hot,100,3000,3,1
GFP_blosum90_rf_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,GFP,rf,blosum90,50,100,7,7
GFP_one_hot_lightgbm_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,GFP,lightgbm,one_hot,20,500,8,11
GFP_georgiev_elastic_net_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,elastic_net,georgiev,10,500,6,9
GFP_one_hot_lightgbm_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,lightgbm,one_hot,50,200,9,4
YAP1_one_hot_fnn_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,YAP1,fnn,one_hot,10,500,3,12
RASK_blosum90_linear_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,RASK,linear,blosum90,100,3000,2,1
YAP1_blosum50_svr_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,YAP1,svr,blosum50,100,200,8,5
YAP1_one_hot_elastic_net_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run1,running,open,YAP1,elastic_net,one_hot,100,1000,1,5
PHOT_one_hot_elastic_net_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,elastic_net,one_hot,100,200,7,10
PHOT_blosum90_svr_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,PHOT,svr,blosum90,50,1000,2,11
RASK_blosum90_fnn_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,RASK,fnn,blosum90,50,3000,8,5
PHOT_blosum50_svr_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,PHOT,svr,blosum50,10,100,1,15
GFP_georgiev_lightgbm_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,GFP,lightgbm,georgiev,10,100,6,17
YAP1_blosum50_lightgbm_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,YAP1,lightgbm,blosum50,20,1000,4,12
PHOT_blosum50_fnn_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,fnn,blosum50,50,1000,6,14
RASK_blosum90_elastic_net_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,RASK,elastic_net,blosum90,50,3000,3,4
PHOT_blosum50_linear_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,linear,blosum50,100,200,5,12
GFP_blosum90_rf_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run8,running,open,GFP,rf,blosum90,100,1000,8,12
RASK_blosum90_rf_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,RASK,rf,blosum90,10,200,5,34
PHOT_blosum50_elastic_net_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,PHOT,elastic_net,blosum50,100,3000,10,10
GFP_georgiev_lightgbm_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,lightgbm,georgiev,100,500,6,5
PHOT_blosum90_lightgbm_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,PHOT,lightgbm,blosum90,20,100,10,16
PHOT_blosum50_rf_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,rf,blosum50,50,1000,5,24
RASK_one_hot_elastic_net_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,RASK,elastic_net,one_hot,10,200,7,20
YAP1_blosum50_lightgbm_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,YAP1,lightgbm,blosum50,10,1000,8,2
YAP1_blosum90_svr_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,YAP1,svr,blosum90,50,200,3,4
YAP1_blosum90_svr_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,YAP1,svr,blosum90,20,500,2,2
PHOT_one_hot_fnn_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,failure,PHOT,fnn,one_hot,20,1000,3,15
YAP1_blosum50_linear_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,YAP1,linear,blosum50,20,100,6,14
PHOT_blosum90_linear_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,linear,blosum90,50,200,8,10
PHOT_blosum90_linear_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,linear,blosum90,20,500,9,13
GFP_blosum90_elastic_net_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,GFP,elastic_net,blosum90,50,500,4,7
PHOT_blosum90_elastic_net_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,elastic_net,blosum90,100,100,5,11
PHOT_blosum50_svr_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,svr,blosum50,50,500,9,22
PHOT_blosum90_fnn_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,fnn,blosum90,50,500,7,10
PHOT_blosum90_fnn_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,fnn,blosum90,20,200,6,18
PHOT_blosum50_svr_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,svr,blosum50,20,200,8,17
GFP_blosum90_elastic_net_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,GFP,elastic_net,blosum90,20,200,5,12
GFP_georgiev_fnn_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,GFP,fnn,georgiev,100,200,5,2
RASK_blosum90_fnn_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,RASK,fnn,blosum90,50,200,1,20
PHOT_one_hot_linear_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,linear,one_hot,50,3000,6,11
GFP_blosum50_rf_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,rf,blosum50,100,100,8,4
YAP1_blosum50_fnn_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,YAP1,fnn,blosum50,10,3000,6,14
GFP_blosum50_fnn_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,fnn,blosum50,50,200,9,6
GFP_blosum90_svr_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,GFP,svr,blosum90,50,200,7,3
GFP_blosum90_svr_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,svr,blosum90,20,500,6,4
GFP_blosum50_fnn_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,GFP,fnn,blosum50,20,500,8,10
GFP_georgiev_svr_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,GFP,svr,georgiev,20,3000,7,2
GFP_one_hot_svr_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,svr,one_hot,100,3000,9,1
GFP_blosum50_elastic_net_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,elastic_net,blosum50,20,3000,6,5
YAP1_georgiev_elastic_net_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,YAP1,elastic_net,georgiev,50,3000,8,21
RASK_georgiev_lightgbm_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,RASK,lightgbm,georgiev,50,200,9,9
YAP1_blosum50_rf_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run3,running,open,YAP1,rf,blosum50,100,1000,3,12
RASK_georgiev_elastic_net_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,RASK,elastic_net,georgiev,10,500,10,25
RASK_georgiev_lightgbm_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,RASK,lightgbm,georgiev,20,500,8,12
GFP_blosum50_fnn_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,GFP,fnn,blosum50,50,100,10,12
RASK_blosum90_fnn_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,RASK,fnn,blosum90,50,3000,2,5
PHOT_blosum90_svr_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,svr,blosum90,50,1000,8,13
YAP1_georgiev_svr_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,YAP1,svr,georgiev,50,3000,10,6
YAP1_georgiev_elastic_net_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,YAP1,elastic_net,georgiev,100,1000,10,1
PHOT_one_hot_fnn_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,fnn,one_hot,10,1000,5,14
GFP_blosum90_elastic_net_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,elastic_net,blosum90,10,100,6,4
PHOT_blosum90_fnn_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,PHOT,fnn,blosum90,10,100,5,14
GFP_one_hot_lightgbm_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,GFP,lightgbm,one_hot,20,500,2,3
YAP1_one_hot_fnn_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,YAP1,fnn,one_hot,10,500,9,14
YAP1_blosum50_elastic_net_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,YAP1,elastic_net,blosum50,100,500,5,1
GFP_one_hot_lightgbm_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,GFP,lightgbm,one_hot,50,200,3,3
YAP1_blosum50_linear_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,YAP1,linear,blosum50,10,200,5,13
GFP_one_hot_linear_nGain50_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,linear,one_hot,50,1000,6,1
GFP_blosum50_lightgbm_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,GFP,lightgbm,blosum50,100,200,5,4
RASK_blosum90_linear_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,RASK,linear,blosum90,100,3000,8,1
YAP1_blosum50_svr_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,finished,success,YAP1,svr,blosum50,100,200,2,2
RASK_one_hot_elastic_net_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,RASK,elastic_net,one_hot,20,100,4,11
GFP_blosum90_rf_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run2,running,open,GFP,rf,blosum90,100,1000,2,11
YAP1_blosum90_fnn_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,YAP1,fnn,blosum90,100,200,6,17
RASK_blosum90_elastic_net_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,RASK,elastic_net,blosum90,50,3000,9,3
RASK_georgiev_svr_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,svr,georgiev,100,3000,7,3
RASK_blosum50_fnn_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,RASK,fnn,blosum50,10,3000,10,21
RASK_georgiev_fnn_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,fnn,georgiev,100,500,7,5
PHOT_blosum50_fnn_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,PHOT,fnn,blosum50,20,1000,10,16
RASK_blosum50_svr_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,RASK,svr,blosum50,50,3000,6,7
PHOT_georgiev_lightgbm_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,PHOT,lightgbm,georgiev,100,200,10,32
GFP_blosum50_elastic_net_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,GFP,elastic_net,blosum50,100,3000,6,1
RASK_blosum90_lightgbm_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,RASK,lightgbm,blosum90,100,100,10,1
GFP_one_hot_fnn_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,GFP,fnn,one_hot,20,200,2,15
YAP1_blosum90_elastic_net_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run5,finished,success,YAP1,elastic_net,blosum90,10,500,5,1
YAP1_blosum90_rf_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,YAP1,rf,blosum90,10,100,7,2
GFP_blosum50_fnn_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,fnn,blosum50,100,500,8,4
GFP_one_hot_fnn_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,GFP,fnn,one_hot,50,500,3,2
PHOT_georgiev_lightgbm_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run3,running,open,PHOT,lightgbm,georgiev,100,1000,3,2
RASK_blosum90_elastic_net_nGain10_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,RASK,elastic_net,blosum90,10,3000,1,13
GFP_georgiev_svr_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,svr,georgiev,50,3000,9,1
RASK_one_hot_svr_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,RASK,svr,one_hot,100,100,3,3
YAP1_one_hot_lightgbm_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,YAP1,lightgbm,one_hot,20,100,4,6
RASK_blosum50_linear_nGain10_nStart500_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,RASK,linear,blosum50,10,500,5,10
PHOT_georgiev_lightgbm_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run7,finished,failure,PHOT,lightgbm,georgiev,100,100,7,11
PHOT_blosum50_fnn_nGain10_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,PHOT,fnn,blosum50,10,1000,4,10
GFP_blosum90_lightgbm_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,lightgbm,blosum90,10,100,9,15
YAP1_georgiev_elastic_net_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,YAP1,elastic_net,georgiev,20,3000,6,10
PHOT_blosum90_elastic_net_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,elastic_net,blosum90,100,1000,9,10
GFP_blosum50_elastic_net_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,GFP,elastic_net,blosum50,50,3000,8,4
RASK_one_hot_linear_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,RASK,linear,one_hot,100,100,1,2
YAP1_one_hot_elastic_net_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run8,finished,success,YAP1,elastic_net,one_hot,10,100,8,1
RASK_blosum90_linear_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run6,finished,success,RASK,linear,blosum90,100,200,6,11
RASK_one_hot_lightgbm_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run3,running,open,RASK,lightgbm,one_hot,100,500,3,11
YAP1_one_hot_fnn_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run4,finished,failure,YAP1,fnn,one_hot,100,100,4,13
PHOT_blosum50_svr_nGain50_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run10,running,open,PHOT,svr,blosum50,50,3000,10,7
YAP1_blosum50_lightgbm_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run10,finished,success,YAP1,lightgbm,blosum50,50,200,10,12
PHOT_blosum90_rf_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,PHOT,rf,blosum90,10,200,2,30
GFP_blosum50_lightgbm_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,GFP,lightgbm,blosum50,20,500,8,17
GFP_blosum50_lightgbm_nGain50_nStart200_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,lightgbm,blosum50,50,200,9,1
RASK_georgiev_rf_nGain100_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,RASK,rf,georgiev,100,1000,4,1
RASK_georgiev_svr_nGain20_nStart500_ddG_top_start0.15_nCycles40_normedScores_run10,finished,failure,RASK,svr,georgiev,20,500,10,12
GFP_blosum90_elastic_net_nGain100_nStart200_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,GFP,elastic_net,blosum90,100,200,1,4
RASK_one_hot_lightgbm_nGain100_nStart500_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,lightgbm,one_hot,100,500,7,14
PHOT_one_hot_linear_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,linear,one_hot,20,3000,8,21
RASK_blosum50_elastic_net_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run1,finished,success,RASK,elastic_net,blosum50,20,200,1,4
PHOT_georgiev_svr_nGain100_nStart100_ddG_top_start0.15_nCycles40_normedScores_run9,finished,failure,PHOT,svr,georgiev,100,100,9,11
GFP_blosum50_svr_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,svr,blosum50,100,3000,9,1
RASK_blosum90_elastic_net_nGain20_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,elastic_net,blosum90,20,3000,7,12
RASK_blosum50_linear_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,RASK,linear,blosum50,50,100,7,2
YAP1_one_hot_lightgbm_nGain10_nStart200_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,YAP1,lightgbm,one_hot,10,200,7,6
YAP1_one_hot_rf_nGain100_nStart3000_ddG_top_start0.15_nCycles40_normedScores_run3,finished,success,YAP1,rf,one_hot,100,3000,3,3
YAP1_blosum90_rf_nGain50_nStart500_ddG_top_start0.15_nCycles40_normedScores_run5,finished,failure,YAP1,rf,blosum90,50,500,5,40
YAP1_blosum90_elastic_net_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run7,finished,success,YAP1,elastic_net,blosum90,50,100,7,8
GFP_one_hot_fnn_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run1,finished,failure,GFP,fnn,one_hot,10,100,1,34
YAP1_blosum90_rf_nGain20_nStart200_ddG_top_start0.15_nCycles40_normedScores_run4,finished,success,YAP1,rf,blosum90,20,200,4,12
PHOT_blosum50_fnn_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,PHOT,fnn,blosum50,20,1000,2,10
RASK_blosum50_elastic_net_nGain10_nStart100_ddG_top_start0.15_nCycles40_normedScores_run2,finished,failure,RASK,elastic_net,blosum50,10,100,2,10
PHOT_georgiev_elastic_net_nGain50_nStart100_ddG_top_start0.15_nCycles40_normedScores_run8,finished,failure,PHOT,elastic_net,georgiev,50,100,8,10
PHOT_blosum90_svr_nGain20_nStart1000_ddG_top_start0.15_nCycles40_normedScores_run6,finished,failure,PHOT,svr,blosum90,20,1000,6,12
GFP_georgiev_linear_nGain20_nStart100_ddG_top_start0.15_nCycles40_normedScores_run9,finished,success,GFP,linear,georgiev,20,100,9,12
